County,Municipality,Precinct,USC,STS,STH,School District,Total_Voters,Dem_Voters,Rep_Voters,Other_Voters,Male_Voters,Female_Voters,Unknown_Gender,Avg_Age,New_Registrations,Mail_Applications,Mail_Applications_Total,Mail_Applications_Approved,Mail_Applications_Declined,Mail_Ballots_Sent,Mail_Ballots_Returned,Mail_Ballots_Outstanding,Mail_Voters,Geo_Issue_Rows
DELAWARE,UPPER DARBY TWP,UPPER DARBY TOWNSHIP 5TH DIST 6TH PREC,,,,,3,1,1,1,0,0,3,30.7,0,2,3,2,1,2,2,0,2,3
DELAWARE,UPPER DARBY TWP,UPPER DARBY TOWNSHIP 5TH DIST 6TH PREC,5,26,163,UPPER DARBY SCHOOL DISTRICT,1104,580,332,192,332,420,352,47.7,3,73,79,73,6,73,30,43,30,0
DELAWARE,UPPER DARBY TWP,UPPER DARBY TOWNSHIP 5TH DIST 7TH PREC,5,26,164,UPPER DARBY SCHOOL DISTRICT,572,434,57,81,146,193,233,47.0,6,21,22,21,1,21,6,15,6,0
DELAWARE,UPPER DARBY TWP,UPPER DARBY TOWNSHIP 5TH DIST 8TH PREC,,,,,1,1,0,0,0,0,1,43.0,0,1,1,1,0,1,0,1,0,1
DELAWARE,UPPER DARBY TWP,UPPER DARBY TOWNSHIP 5TH DIST 8TH PREC,5,26,163,UPPER DARBY SCHOOL DISTRICT,690,412,165,113,194,233,263,49.3,1,47,49,47,2,47,20,27,20,0
DELAWARE,UPPER DARBY TWP,UPPER DARBY TOWNSHIP 5TH DIST 9TH PREC,,,,,2,2,0,0,0,0,2,25.5,0,2,2,2,0,2,0,2,0,2
DELAWARE,UPPER DARBY TWP,UPPER DARBY TOWNSHIP 5TH DIST 9TH PREC,5,26,163,UPPER DARBY SCHOOL DISTRICT,1002,609,249,144,311,384,307,46.6,8,54,56,54,2,54,27,27,27,0
DELAWARE,UPPER DARBY TWP,UPPER DARBY TOWNSHIP 6TH DIST 1ST PREC,,,,,2,1,0,1,0,0,2,30.5,0,1,2,1,1,1,0,1,0,2
DELAWARE,UPPER DARBY TWP,UPPER DARBY TOWNSHIP 6TH DIST 1ST PREC,5,26,164,UPPER DARBY SCHOOL DISTRICT,899,667,96,136,261,290,348,48.6,4,49,50,49,1,49,23,26,23,0
DELAWARE,UPPER DARBY TWP,UPPER DARBY TOWNSHIP 6TH DIST 2ND PREC,5,26,164,UPPER DARBY SCHOOL DISTRICT,731,473,140,118,201,171,359,47.9,5,39,39,39,0,39,11,28,11,0
DELAWARE,UPPER DARBY TWP,UPPER DARBY TOWNSHIP 6TH DIST 3RD PREC,5,26,164,UPPER DARBY SCHOOL DISTRICT,562,369,90,103,158,118,286,47.8,6,32,36,32,4,32,17,15,17,0
DELAWARE,UPPER DARBY TWP,UPPER DARBY TOWNSHIP 6TH DIST 4TH PREC,,,,,2,1,0,1,0,0,2,37.5,0,1,2,1,1,1,0,1,0,2
DELAWARE,UPPER DARBY TWP,UPPER DARBY TOWNSHIP 6TH DIST 4TH PREC,5,26,164,UPPER DARBY SCHOOL DISTRICT,704,434,131,139,204,198,302,49.3,5,25,28,25,3,25,9,16,9,0
DELAWARE,UPPER DARBY TWP,UPPER DARBY TOWNSHIP 6TH DIST 5TH PREC,,,,,1,1,0,0,0,0,1,18.0,0,1,1,1,0,1,1,0,1,1
DELAWARE,UPPER DARBY TWP,UPPER DARBY TOWNSHIP 6TH DIST 5TH PREC,5,26,164,UPPER DARBY SCHOOL DISTRICT,576,425,57,94,165,223,188,45.2,2,23,23,23,0,23,12,11,12,0
DELAWARE,UPPER DARBY TWP,UPPER DARBY TOWNSHIP 6TH DIST 6TH PREC,5,26,164,UPPER DARBY SCHOOL DISTRICT,493,373,57,63,142,206,145,46.4,4,19,19,19,0,19,6,13,6,0
DELAWARE,UPPER DARBY TWP,UPPER DARBY TOWNSHIP 6TH DIST 7TH PREC,,,,,1,1,0,0,0,0,1,26.0,0,1,1,1,0,1,0,1,0,1
DELAWARE,UPPER DARBY TWP,UPPER DARBY TOWNSHIP 6TH DIST 7TH PREC,5,26,164,UPPER DARBY SCHOOL DISTRICT,1096,829,75,192,331,457,308,44.9,6,35,35,35,0,35,14,21,14,0
DELAWARE,UPPER DARBY TWP,UPPER DARBY TOWNSHIP 6TH DIST 8TH PREC,5,26,164,UPPER DARBY SCHOOL DISTRICT,541,408,52,81,153,238,150,46.7,6,24,24,24,0,24,12,12,12,0
DELAWARE,UPPER DARBY TWP,UPPER DARBY TOWNSHIP 6TH DIST 9TH PREC,5,26,164,UPPER DARBY SCHOOL DISTRICT,841,610,79,152,244,317,280,44.5,6,23,24,23,1,23,16,7,16,0
DELAWARE,UPPER DARBY TWP,UPPER DARBY TOWNSHIP 7TH DIST 1ST PREC,,,,,2,2,0,0,0,0,2,38.0,0,2,2,2,0,2,1,1,1,2
DELAWARE,UPPER DARBY TWP,UPPER DARBY TOWNSHIP 7TH DIST 1ST PREC,5,26,164,UPPER DARBY SCHOOL DISTRICT,910,641,143,126,285,359,266,47.5,2,60,61,60,1,60,25,35,25,0
DELAWARE,UPPER DARBY TWP,UPPER DARBY TOWNSHIP 7TH DIST 2ND PREC,,,,,1,1,0,0,0,0,1,18.0,0,1,1,1,0,1,1,0,1,1
DELAWARE,UPPER DARBY TWP,UPPER DARBY TOWNSHIP 7TH DIST 2ND PREC,5,26,164,UPPER DARBY SCHOOL DISTRICT,778,483,141,154,245,271,262,51.5,2,53,56,53,3,53,33,20,33,0
DELAWARE,UPPER DARBY TWP,UPPER DARBY TOWNSHIP 7TH DIST 3RD PREC,5,26,164,UPPER DARBY SCHOOL DISTRICT,677,464,100,113,170,192,315,46.5,4,31,32,31,1,31,16,15,16,0
DELAWARE,UPPER DARBY TWP,UPPER DARBY TOWNSHIP 7TH DIST 4TH PREC,5,26,164,UPPER DARBY SCHOOL DISTRICT,490,332,71,87,133,140,217,47.8,4,16,18,16,2,16,7,9,7,0
DELAWARE,UPPER DARBY TWP,UPPER DARBY TOWNSHIP 7TH DIST 5TH PREC,,,,,2,1,0,1,0,0,2,32.5,0,1,2,1,1,1,0,1,0,2
DELAWARE,UPPER DARBY TWP,UPPER DARBY TOWNSHIP 7TH DIST 5TH PREC,5,26,164,UPPER DARBY SCHOOL DISTRICT,607,418,66,123,171,198,238,45.8,2,30,31,30,1,30,18,12,18,0
DELAWARE,UPPER DARBY TWP,UPPER DARBY TOWNSHIP 7TH DIST 6TH PREC,5,26,164,UPPER DARBY SCHOOL DISTRICT,745,507,99,139,206,203,336,48.2,7,29,30,29,1,29,9,20,9,0
DELAWARE,UPPER DARBY TWP,UPPER DARBY TOWNSHIP 7TH DIST 7TH PREC,,,,,2,2,0,0,0,0,2,62.5,0,2,2,2,0,2,1,1,1,2
DELAWARE,UPPER DARBY TWP,UPPER DARBY TOWNSHIP 7TH DIST 7TH PREC,5,26,164,UPPER DARBY SCHOOL DISTRICT,475,354,48,73,133,180,162,45.1,1,23,23,23,0,23,14,9,14,0
DELAWARE,UPPER DARBY TWP,UPPER DARBY TOWNSHIP 7TH DIST 8TH PREC,5,26,164,UPPER DARBY SCHOOL DISTRICT,512,379,50,83,158,200,154,47.6,1,22,23,22,1,22,9,13,9,0
DELAWARE,UPPER DARBY TWP,UPPER DARBY TOWNSHIP 7TH DIST 9TH PREC,,,,,2,2,0,0,0,0,2,27.5,0,2,2,2,0,2,0,2,0,2
DELAWARE,UPPER DARBY TWP,UPPER DARBY TOWNSHIP 7TH DIST 9TH PREC,5,26,164,UPPER DARBY SCHOOL DISTRICT,998,757,85,156,288,326,384,46.4,6,57,60,57,3,57,20,37,20,0
DELAWARE,UPPER PROVIDENCE TWP,UPPER PROVIDENCE TOWNSHIP 1ST DISTRICT,,,,,8,6,1,1,0,0,8,31.5,0,7,8,7,1,7,1,6,1,8
DELAWARE,UPPER PROVIDENCE TWP,UPPER PROVIDENCE TOWNSHIP 1ST DISTRICT,5,26,165,ROSE TREE-MEDIA SCHOOL DISTRICT,1772,962,519,291,562,562,648,50.7,3,304,324,304,20,304,139,165,139,0
DELAWARE,UPPER PROVIDENCE TWP,UPPER PROVIDENCE TOWNSHIP 2ND DISTRICT,,,,,2,2,0,0,0,0,2,52.5,0,2,2,2,0,2,0,2,0,2
DELAWARE,UPPER PROVIDENCE TWP,UPPER PROVIDENCE TOWNSHIP 2ND DISTRICT,5,26,165,ROSE TREE-MEDIA SCHOOL DISTRICT,1853,901,657,295,524,557,772,51.1,0,275,291,275,16,275,159,116,159,0
DELAWARE,UPPER PROVIDENCE TWP,UPPER PROVIDENCE TOWNSHIP 3RD DISTRICT,,,,,6,6,0,0,0,0,6,52.0,0,6,6,6,0,6,2,4,2,6
DELAWARE,UPPER PROVIDENCE TWP,UPPER PROVIDENCE TOWNSHIP 3RD DISTRICT,5,26,165,ROSE TREE-MEDIA SCHOOL DISTRICT,1709,755,640,314,490,576,643,51.9,4,236,258,236,22,236,122,114,122,0
DELAWARE,UPPER PROVIDENCE TWP,UPPER PROVIDENCE TOWNSHIP 4TH DISTRICT,,,,,2,2,0,0,0,0,2,29.5,0,2,2,2,0,2,0,2,0,2
DELAWARE,UPPER PROVIDENCE TWP,UPPER PROVIDENCE TOWNSHIP 4TH DISTRICT,5,26,165,ROSE TREE-MEDIA SCHOOL DISTRICT,1386,616,515,255,391,448,547,50.8,6,156,165,156,9,156,69,87,69,0
DELAWARE,UPPER PROVIDENCE TWP,UPPER PROVIDENCE TOWNSHIP 5TH DISTRICT,,,,,1,1,0,0,0,0,1,18.0,0,1,1,1,0,1,1,0,1,1
DELAWARE,UPPER PROVIDENCE TWP,UPPER PROVIDENCE TOWNSHIP 5TH DISTRICT,5,26,165,ROSE TREE-MEDIA SCHOOL DISTRICT,1716,620,860,236,465,486,765,54.6,2,232,243,232,11,232,118,114,118,0
DELAWARE,YEADON BORO,YEADON BOROUGH 1ST PRECINCT,,,,,1,1,0,0,0,0,1,18.0,0,1,1,1,0,1,1,0,1,1
DELAWARE,YEADON BORO,YEADON BOROUGH 1ST PRECINCT,5,8,191,WILLIAM PENN SCHOOL DISTRICT,1296,1106,56,134,286,396,614,51.4,1,159,161,159,2,159,81,78,81,0
DELAWARE,YEADON BORO,YEADON BOROUGH 2ND PRECINCT,,,,,1,1,0,0,0,0,1,51.0,0,1,1,1,0,1,0,1,0,1
DELAWARE,YEADON BORO,YEADON BOROUGH 2ND PRECINCT,5,8,191,WILLIAM PENN SCHOOL DISTRICT,590,477,38,75,146,163,281,52.1,3,73,73,73,0,73,33,40,33,0
DELAWARE,YEADON BORO,YEADON BOROUGH 3RD PRECINCT,,,,,1,0,1,0,0,0,1,66.0,0,1,1,1,0,1,1,0,1,1
DELAWARE,YEADON BORO,YEADON BOROUGH 3RD PRECINCT,5,8,191,WILLIAM PENN SCHOOL DISTRICT,1188,994,69,125,323,452,413,53.9,5,133,135,133,2,133,67,66,67,0
DELAWARE,YEADON BORO,YEADON BOROUGH 4TH PRECINCT,5,8,191,WILLIAM PENN SCHOOL DISTRICT,978,831,48,99,228,300,450,50.4,3,91,92,91,1,91,51,40,51,0
DELAWARE,YEADON BORO,YEADON BOROUGH 5TH PRECINCT,,,,,1,1,0,0,0,0,1,65.0,0,1,1,1,0,1,0,1,0,1
DELAWARE,YEADON BORO,YEADON BOROUGH 5TH PRECINCT,5,8,191,WILLIAM PENN SCHOOL DISTRICT,786,648,42,96,186,250,350,51.6,2,66,66,66,0,66,31,35,31,0
DELAWARE,YEADON BORO,YEADON BOROUGH 6TH PRECINCT,5,8,191,WILLIAM PENN SCHOOL DISTRICT,835,697,45,93,199,239,397,50.6,3,59,60,59,1,59,31,28,31,0
DELAWARE,YEADON BORO,YEADON BOROUGH 7TH PRECINCT,5,8,191,WILLIAM PENN SCHOOL DISTRICT,1190,962,66,162,377,476,337,47.4,6,71,73,71,2,71,30,41,30,0
DELAWARE,YEADON BORO,YEADON BOROUGH 8TH PRECINCT,,,,,1,1,0,0,0,0,1,23.0,0,1,1,1,0,1,0,1,0,1
DELAWARE,YEADON BORO,YEADON BOROUGH 8TH PRECINCT,5,8,191,WILLIAM PENN SCHOOL DISTRICT,704,596,36,72,154,221,329,53.4,3,100,102,100,2,100,50,50,50,0
DELAWARE,YEADON BORO,YEADON BOROUGH 9TH PRECINCT,,,,,1,1,0,0,0,0,1,69.0,0,1,1,1,0,1,0,1,0,1
DELAWARE,YEADON BORO,YEADON BOROUGH 9TH PRECINCT,5,8,191,WILLIAM PENN SCHOOL DISTRICT,698,585,35,78,169,237,292,51.2,1,54,55,54,1,54,32,22,32,0
ELK,BENEZETTE TWP,BENEZETTE,15,25,75,ST MARYS AREA SCHOOL DISTRICT,196,47,132,17,60,54,82,60.9,0,11,11,11,0,11,11,0,11,0
ELK,FOX TWP,FOX #1,,,,,1,1,0,0,0,0,1,18.0,0,1,1,1,0,1,0,1,0,1
ELK,FOX TWP,FOX #1,15,25,75,ST MARYS AREA SCHOOL DISTRICT,1289,395,772,122,401,385,503,53.6,3,97,104,97,7,97,64,33,64,0
ELK,FOX TWP,FOX #2,15,25,75,ST MARYS AREA SCHOOL DISTRICT,1210,338,734,138,380,345,485,53.5,6,85,89,85,4,85,59,26,59,0
ELK,HIGHLAND TWP,HIGHLAND,15,25,75,KANE AREA SCHOOL DISTRICT,141,34,91,16,52,45,44,57.1,0,12,12,12,0,12,8,4,8,0
ELK,HIGHLAND TWP,JAMES CITY,15,25,75,KANE AREA SCHOOL DISTRICT,159,52,86,21,44,46,69,54.6,0,14,16,14,2,14,5,9,5,0
ELK,HORTON TWP,HORTON NORTH,15,25,75,RIDGWAY AREA SCHOOL DISTRICT,321,64,217,40,105,110,106,55.4,0,19,20,19,1,19,13,6,13,0
ELK,HORTON TWP,HORTON SOUTH,15,25,75,BROCKWAY AREA SCHOOL DISTRICT,566,131,371,64,181,147,238,55.2,0,39,41,39,2,39,28,11,28,0
ELK,JAY TWP,JAY TWP,,,,,1,1,0,0,0,0,1,18.0,0,1,1,1,0,1,0,1,0,1
ELK,JAY TWP,JAY TWP,15,25,75,ST MARYS AREA SCHOOL DISTRICT,1297,399,768,130,391,393,513,55.1,5,138,142,138,4,138,88,50,88,0
ELK,JOHNSONBURG BORO,JOHNSONBURG-1ST WARD,15,25,75,JOHNSONBURG AREA SCHOOL DISTRICT,462,160,245,57,140,130,192,54.6,1,43,45,43,2,43,30,13,30,0
ELK,JOHNSONBURG BORO,JOHNSONBURG-2ND WARD,15,25,75,JOHNSONBURG AREA SCHOOL DISTRICT,330,93,184,53,107,100,123,51.9,0,23,24,23,1,23,20,3,20,0
ELK,JOHNSONBURG BORO,JOHNSONBURG-3RD WARD,15,25,75,JOHNSONBURG AREA SCHOOL DISTRICT,304,104,152,48,88,95,121,53.4,1,15,18,15,3,15,6,9,6,0
ELK,JOHNSONBURG BORO,JOHNSONBURG-4TH WARD,15,25,75,JOHNSONBURG AREA SCHOOL DISTRICT,295,101,141,53,79,97,119,51.0,2,13,14,13,1,13,10,3,10,0
ELK,JONES TWP,LAMONT,15,25,75,KANE AREA SCHOOL DISTRICT,70,12,48,10,16,14,40,53.6,0,4,5,4,1,4,1,3,1,0
ELK,JONES TWP,WILCOX,15,25,75,JOHNSONBURG AREA SCHOOL DISTRICT,999,268,606,125,320,304,375,56.4,0,66,70,66,4,66,37,29,37,0
ELK,MILLSTONE TWP,MILLSTONE,15,25,75,FOREST AREA SCHOOL DISTRICT,87,23,51,13,21,27,39,65.2,0,8,8,8,0,8,6,2,6,0
ELK,RIDGWAY BORO,RIDGWAY-1ST WARD,15,25,75,RIDGWAY AREA SCHOOL DISTRICT,657,220,324,113,234,214,209,52.0,2,32,36,32,4,32,23,9,23,0
ELK,RIDGWAY BORO,RIDGWAY-2ND WARD,15,25,75,RIDGWAY AREA SCHOOL DISTRICT,906,330,485,91,286,259,361,54.8,1,80,80,80,0,80,60,20,60,0
ELK,RIDGWAY BORO,RIDGWAY-3RD WARD,15,25,75,RIDGWAY AREA SCHOOL DISTRICT,909,304,456,149,280,281,348,52.6,3,60,61,60,1,60,31,29,31,0
ELK,RIDGWAY TWP,NORTH RIDGWAY TWP,15,25,75,JOHNSONBURG AREA SCHOOL DISTRICT,350,118,189,43,106,87,157,55.6,0,32,33,32,1,32,23,9,23,0
ELK,RIDGWAY TWP,SOUTH RIDGWAY TWP,,,,,1,1,0,0,0,0,1,18.0,0,1,1,1,0,1,0,1,0,1
ELK,RIDGWAY TWP,SOUTH RIDGWAY TWP,15,25,75,RIDGWAY AREA SCHOOL DISTRICT,1348,327,877,144,423,438,487,55.3,2,78,83,78,5,78,52,26,52,0
ELK,SPRING CREEK TWP,SPRING CREEK TWP,15,25,75,RIDGWAY AREA SCHOOL DISTRICT,150,49,86,15,49,39,62,61.7,1,10,11,10,1,10,7,3,7,0
ELK,ST MARYS CITY,ST MARYS-1ST WARD,,,,,2,0,1,1,0,0,2,66.5,0,1,2,1,1,1,1,0,1,2
ELK,ST MARYS CITY,ST MARYS-1ST WARD,15,25,75,ST MARYS AREA SCHOOL DISTRICT,971,282,577,112,282,302,387,55.8,4,101,109,101,8,100,69,32,69,0
ELK,ST MARYS CITY,ST MARYS-2ND WARD,,,,,2,0,0,2,0,0,2,20.0,0,0,2,0,2,0,0,0,0,2
ELK,ST MARYS CITY,ST MARYS-2ND WARD,15,25,75,ST MARYS AREA SCHOOL DISTRICT,735,213,427,95,218,239,278,52.8,3,58,61,58,3,57,29,29,29,0
ELK,ST MARYS CITY,ST MARYS-3RD WARD,15,25,75,ST MARYS AREA SCHOOL DISTRICT,1089,248,729,112,315,319,455,54.9,4,102,106,102,4,102,71,31,71,0
ELK,ST MARYS CITY,ST MARYS-4TH WARD,,,,,1,1,0,0,0,0,1,50.0,0,1,1,1,0,1,1,0,1,1
ELK,ST MARYS CITY,ST MARYS-4TH WARD,15,25,75,ST MARYS AREA SCHOOL DISTRICT,568,185,309,74,154,200,214,55.3,2,48,50,48,2,48,31,17,31,0
ELK,ST MARYS CITY,ST MARYS-5TH WARD,15,25,75,ST MARYS AREA SCHOOL DISTRICT,943,241,585,117,267,262,414,54.3,1,66,72,66,6,66,47,19,47,0
ELK,ST MARYS CITY,ST MARYS-6TH WARD,15,25,75,ST MARYS AREA SCHOOL DISTRICT,1041,271,623,147,325,313,403,53.4,1,64,71,64,7,64,47,17,47,0
ELK,ST MARYS CITY,ST MARYS-7TH WARD,,,,,1,1,0,0,0,0,1,18.0,0,1,1,1,0,1,0,1,0,1
ELK,ST MARYS CITY,ST MARYS-7TH WARD,15,25,75,ST MARYS AREA SCHOOL DISTRICT,836,246,485,105,259,258,319,52.3,3,68,70,68,2,68,48,20,48,0
ELK,ST MARYS CITY,ST MARYS-8TH WARD,,,,,2,1,0,1,0,0,2,32.5,0,1,2,1,1,1,0,1,0,2
ELK,ST MARYS CITY,ST MARYS-8TH WARD,15,25,75,ST MARYS AREA SCHOOL DISTRICT,1358,333,864,161,378,403,577,54.7,4,92,100,92,8,92,64,28,64,0
ELK,ST MARYS CITY,ST MARYS-9TH WARD,15,25,75,ST MARYS AREA SCHOOL DISTRICT,883,251,514,118,255,276,352,55.9,2,95,100,95,5,94,68,27,68,0
ERIE,ALBION,ALBION BORO,16,49,6,NORTHWESTERN SCHOOL DISTRICT,951,338,472,141,300,361,290,52.3,4,69,73,69,4,69,30,39,30,0
ERIE,AMITY TWP,AMITY TOWNSHIP,16,49,4,WATTSBURG AREA SCHOOL DISTRICT,699,188,427,84,215,212,272,53.6,0,60,65,60,5,60,43,17,43,0
ERIE,CONCORD TWP,CONCORD TOWNSHIP,,,,,1,0,1,0,0,0,1,73.0,0,1,1,1,0,1,0,1,0,1
ERIE,CONCORD TWP,CONCORD TOWNSHIP,16,21,4,CORRY AREA SCHOOL DISTRICT,833,166,562,105,254,260,319,54.0,1,57,60,57,3,57,42,15,42,0
ERIE,CONNEAUT TWP,CONNEAUT TOWNSHIP,16,49,6,NORTHWESTERN SCHOOL DISTRICT,1235,352,705,178,429,393,413,53.5,3,100,109,100,9,100,55,45,55,0
ERIE,CORRY,CORRY FIRST WARD,16,21,4,CORRY AREA SCHOOL DISTRICT,796,238,435,123,264,266,266,52.2,1,52,58,52,6,52,31,21,31,0
ERIE,CORRY,CORRY SECOND WARD,16,21,4,CORRY AREA SCHOOL DISTRICT,993,317,514,162,333,371,289,52.8,3,76,86,76,10,76,46,30,46,0
ERIE,CORRY,CORRY THIRD WARD,,,,,2,2,0,0,0,0,2,30.0,0,2,2,2,0,2,1,1,1,2
ERIE,CORRY,CORRY THIRD WARD,16,21,4,CORRY AREA SCHOOL DISTRICT,1657,446,905,306,559,635,463,51.6,9,100,108,100,8,100,66,34,66,0
ERIE,CRANESVILLE,CRANESVILLE,16,49,6,NORTHWESTERN SCHOOL DISTRICT,349,109,184,56,112,134,103,49.3,0,11,11,11,0,11,5,6,5,0
ERIE,EDINBORO,EDINBORO 1ST DISTRICT,,,,,1,0,1,0,0,0,1,31.0,0,1,1,1,0,1,0,1,0,1
ERIE,EDINBORO,EDINBORO 1ST DISTRICT,16,49,4,GENERAL MCLANE SCHOOL DISTRICT,1153,509,442,202,395,448,310,49.1,6,120,129,120,9,120,80,40,80,0
ERIE,EDINBORO,EDINBORO 2ND DISTRICT,,,,,4,2,1,1,0,0,4,40.2,0,3,4,3,1,3,0,3,0,4
ERIE,EDINBORO,EDINBORO 2ND DISTRICT,16,49,4,GENERAL MCLANE SCHOOL DISTRICT,1831,794,648,389,650,776,405,40.7,4,118,127,118,9,118,70,48,70,0
ERIE,ELGIN BORO,ELGIN BORO,16,21,4,CORRY AREA SCHOOL DISTRICT,134,33,89,12,44,43,47,52.8,1,13,13,13,0,13,5,8,5,0
ERIE,ELK CREEK TWP,ELK CREEK TOWNSHIP,16,49,6,NORTHWESTERN SCHOOL DISTRICT,1183,372,645,166,345,400,438,55.3,3,128,134,128,6,126,83,45,83,0
ERIE,ERIE,ERIE FIFTH WARD 10TH DISTRICT,,,,,2,2,0,0,0,0,2,41.0,0,2,2,2,0,2,0,2,0,2
ERIE,ERIE,ERIE FIFTH WARD 10TH DISTRICT,16,49,2,ERIE SCHOOL DISTRICT,921,510,236,175,309,379,233,48.8,3,84,93,84,9,84,50,34,50,0
ERIE,ERIE,ERIE FIFTH WARD 11TH DISTRICT,,,,,1,0,0,1,0,0,1,70.0,0,0,1,0,1,0,0,0,0,1
ERIE,ERIE,ERIE FIFTH WARD 11TH DISTRICT,16,49,2,ERIE SCHOOL DISTRICT,805,456,225,124,257,285,263,52.8,2,125,131,125,6,125,76,49,76,0
ERIE,ERIE,ERIE FIFTH WARD 12TH DISTRICT,,,,,2,1,1,0,0,0,2,39.0,0,2,2,2,0,2,0,2,0,2
ERIE,ERIE,ERIE FIFTH WARD 12TH DISTRICT,16,49,2,ERIE SCHOOL DISTRICT,817,495,228,94,246,296,275,52.5,2,119,130,119,11,119,81,38,81,0
ERIE,ERIE,ERIE FIFTH WARD 13TH DISTRICT,16,49,2,ERIE SCHOOL DISTRICT,587,311,184,92,191,213,183,50.5,2,55,58,55,3,55,33,22,33,0
ERIE,ERIE,ERIE FIFTH WARD 14TH DISTRICT,,,,,3,2,1,0,0,0,3,44.7,0,3,3,3,0,3,2,1,2,3
ERIE,ERIE,ERIE FIFTH WARD 14TH DISTRICT,16,49,2,ERIE SCHOOL DISTRICT,992,494,300,198,335,399,258,46.4,2,91,92,91,1,91,65,26,65,0
ERIE,ERIE,ERIE FIFTH WARD 15TH DISTRICT,,,,,2,1,0,1,0,0,2,55.0,0,1,2,1,1,1,1,0,1,2
ERIE,ERIE,ERIE FIFTH WARD 15TH DISTRICT,16,49,2,ERIE SCHOOL DISTRICT,1735,928,557,250,556,670,509,53.7,8,257,269,257,12,257,182,75,182,0
ERIE,ERIE,ERIE FIFTH WARD 16TH DISTRICT,16,49,2,ERIE SCHOOL DISTRICT,698,346,232,120,240,256,202,48.8,4,52,59,52,7,51,32,20,32,0
ERIE,ERIE,ERIE FIFTH WARD 17TH DISTRICT,,,,,3,3,0,0,0,0,3,56.0,0,3,3,3,0,3,2,1,2,3
ERIE,ERIE,ERIE FIFTH WARD 17TH DISTRICT,16,49,2,ERIE SCHOOL DISTRICT,1760,1008,461,291,600,590,570,51.5,8,195,207,195,12,195,140,55,140,0
ERIE,ERIE,ERIE FIFTH WARD 18TH DISTRICT,,,,,1,0,1,0,0,0,1,18.0,0,1,1,1,0,1,0,1,0,1
ERIE,ERIE,ERIE FIFTH WARD 18TH DISTRICT,16,49,2,ERIE SCHOOL DISTRICT,1528,841,445,242,495,552,481,52.2,5,158,169,158,11,158,104,54,104,0
ERIE,ERIE,ERIE FIFTH WARD 19TH DISTRICT,,,,,1,0,1,0,0,0,1,33.0,0,1,1,1,0,1,0,1,0,1
ERIE,ERIE,ERIE FIFTH WARD 19TH DISTRICT,16,49,2,ERIE SCHOOL DISTRICT,1747,945,573,229,559,581,607,53.4,3,236,249,236,13,236,161,75,161,0
ERIE,ERIE,ERIE FIFTH WARD 1ST DISTRICT,,,,,1,0,0,1,0,0,1,19.0,0,0,1,0,1,0,0,0,0,1
ERIE,ERIE,ERIE FIFTH WARD 1ST DISTRICT,16,49,2,ERIE SCHOOL DISTRICT,482,362,48,72,169,212,101,47.7,3,27,29,27,2,27,10,17,10,0
ERIE,ERIE,ERIE FIFTH WARD 20TH DISTRICT,,,,,1,1,0,0,0,0,1,41.0,0,1,1,1,0,1,0,1,0,1
ERIE,ERIE,ERIE FIFTH WARD 20TH DISTRICT,16,49,2,ERIE SCHOOL DISTRICT,833,423,281,129,271,273,289,52.9,3,106,115,106,9,106,50,56,50,0
ERIE,ERIE,ERIE FIFTH WARD 21ST DISTRICT,,,,,2,2,0,0,0,0,2,18.0,0,2,2,2,0,2,0,2,0,2
ERIE,ERIE,ERIE FIFTH WARD 21ST DISTRICT,16,49,2,ERIE SCHOOL DISTRICT,880,512,265,103,278,310,292,53.4,4,142,149,142,7,142,85,57,85,0
ERIE,ERIE,ERIE FIFTH WARD 2ND DISTRICT,16,49,2,ERIE SCHOOL DISTRICT,918,535,200,183,346,367,205,46.3,2,40,41,40,1,40,22,18,22,0
ERIE,ERIE,ERIE FIFTH WARD 3RD DISTRICT,16,49,2,ERIE SCHOOL DISTRICT,546,343,95,108,198,235,113,45.4,1,20,22,20,2,20,9,11,9,0
ERIE,ERIE,ERIE FIFTH WARD 4TH DISTRICT,16,49,2,ERIE SCHOOL DISTRICT,580,373,91,116,218,232,130,46.1,2,30,31,30,1,30,15,15,15,0
ERIE,ERIE,ERIE FIFTH WARD 5TH DISTRICT,16,49,2,ERIE SCHOOL DISTRICT,752,463,123,166,271,315,166,48.4,5,46,49,46,3,46,25,21,25,0
ERIE,ERIE,ERIE FIFTH WARD 6TH DISTRICT,16,49,2,ERIE SCHOOL DISTRICT,515,349,68,98,174,210,131,47.0,2,23,23,23,0,23,15,8,15,0
ERIE,ERIE,ERIE FIFTH WARD 7TH DISTRICT,,,,,3,1,0,2,0,0,3,35.7,0,1,3,1,2,1,0,1,0,3
ERIE,ERIE,ERIE FIFTH WARD 7TH DISTRICT,16,49,2,ERIE SCHOOL DISTRICT,946,608,184,154,325,374,247,47.1,5,86,89,86,3,86,50,36,50,0
ERIE,ERIE,ERIE FIFTH WARD 8TH DISTRICT,,,,,1,1,0,0,0,0,1,24.0,0,1,1,1,0,1,0,1,0,1
ERIE,ERIE,ERIE FIFTH WARD 8TH DISTRICT,16,49,2,ERIE SCHOOL DISTRICT,1055,675,184,196,357,408,290,48.8,5,80,89,80,9,80,44,36,44,0
ERIE,ERIE,ERIE FIFTH WARD 9TH DISTRICT,,,,,5,2,0,3,0,0,5,39.0,0,2,5,2,3,2,1,1,1,5
