COUNTY,MUNICIPALITY,CLASS,OFFICIAL_COUNTY_NAME,OFFICIAL_MUNICIPAL_NAME,OFFICIAL_CLASS_OF_MUNIC,FIPS_MUN_CODE,GEOID,CTY_MUN_CODE,MUNICIPAL_CODE,JOIN_KEY,GEO_BASE_KEY
Northumberland,Lower Mahanoy Township,2nd Township,NORTHUMBERLAND,LOWER MAHANOY,2TWP,44960,4209744960,49209,209,NORTHUMBERLAND|LOWER MAHANOY TWP,NORTHUMBERLAND|LOWER MAHANOY
Northumberland,Marion Heights Borough,Borough,NORTHUMBERLAND,MARION HEIGHTS,BORO,47480,4209747480,49403,403,NORTHUMBERLAND|MARION HEIGHTS BORO,NORTHUMBERLAND|MARION HEIGHTS
Northumberland,Mcewensville Borough,Borough,NORTHUMBERLAND,MCEWENSVILLE,BORO,46120,4209746120,49404,404,NORTHUMBERLAND|MCEWENSVILLE BORO,NORTHUMBERLAND|MCEWENSVILLE
Northumberland,Milton Borough,Borough,NORTHUMBERLAND,MILTON,BORO,50016,4209750016,49405,405,NORTHUMBERLAND|MILTON BORO,NORTHUMBERLAND|MILTON
Northumberland,Mt Carmel Borough,Borough,NORTHUMBERLAND,MOUNT CARMEL,BORO,51496,4209751496,49406,406,NORTHUMBERLAND|MT CARMEL BORO,NORTHUMBERLAND|MT CARMEL
Northumberland,Mt Carmel Township,2nd Township,NORTHUMBERLAND,MT CARMEL,2TWP,51504,4209751504,49210,210,NORTHUMBERLAND|MT CARMEL TWP,NORTHUMBERLAND|MT CARMEL
Northumberland,Northumberland Borough,Borough,NORTHUMBERLAND,NORTHUMBERLAND,BORO,55456,4209755456,49407,407,NORTHUMBERLAND|NORTHUMBERLAND BORO,NORTHUMBERLAND|NORTHUMBERLAND
Northumberland,Point Township,2nd Township,NORTHUMBERLAND,POINT,2TWP,61832,4209761832,49211,211,NORTHUMBERLAND|POINT TWP,NORTHUMBERLAND|POINT
Northumberland,Ralpho Township,2nd Township,NORTHUMBERLAND,RALPHO,2TWP,63328,4209763328,49212,212,NORTHUMBERLAND|RALPHO TWP,NORTHUMBERLAND|RALPHO
Northumberland,Riverside Borough,Borough,NORTHUMBERLAND,RIVERSIDE,BORO,65112,4209765112,49408,408,NORTHUMBERLAND|RIVERSIDE BORO,NORTHUMBERLAND|RIVERSIDE
Northumberland,Rockefeller Township,2nd Township,NORTHUMBERLAND,ROCKEFELLER,2TWP,65472,4209765472,49213,213,NORTHUMBERLAND|ROCKEFELLER TWP,NORTHUMBERLAND|ROCKEFELLER
Northumberland,Rush Township,2nd Township,NORTHUMBERLAND,RUSH,2TWP,66752,4209766752,49214,214,NORTHUMBERLAND|RUSH TWP,NORTHUMBERLAND|RUSH
Northumberland,Shamokin City,3rd City,NORTHUMBERLAND,SHAMOKIN,CITY,69600,4209769600,49301,301,NORTHUMBERLAND|SHAMOKIN CITY,NORTHUMBERLAND|SHAMOKIN
Northumberland,Shamokin Township,2nd Township,NORTHUMBERLAND,SHAMOKIN,2TWP,69608,4209769608,49215,215,NORTHUMBERLAND|SHAMOKIN TWP,NORTHUMBERLAND|SHAMOKIN
Northumberland,Snydertown Borough,Borough,NORTHUMBERLAND,SNYDERTOWN,BORO,71688,4209771688,49409,409,NORTHUMBERLAND|SNYDERTOWN BORO,NORTHUMBERLAND|SNYDERTOWN
Northumberland,Sunbury City,3rd City,NORTHUMBERLAND,SUNBURY,CITY,75304,4209775304,49302,302,NORTHUMBERLAND|SUNBURY CITY,NORTHUMBERLAND|SUNBURY
Northumberland,Turbot Township,2nd Township,NORTHUMBERLAND,TURBOT,2TWP,77830,4209777830,49216,216,NORTHUMBERLAND|TURBOT TWP,NORTHUMBERLAND|TURBOT
Northumberland,Turbotville Borough,Borough,NORTHUMBERLAND,TURBOTVILLE,BORO,77832,4209777832,49410,410,NORTHUMBERLAND|TURBOTVILLE BORO,NORTHUMBERLAND|TURBOTVILLE
Northumberland,Upper Augusta Township,2nd Township,NORTHUMBERLAND,UPPER AUGUSTA,2TWP,78744,4209778744,49217,217,NORTHUMBERLAND|UPPER AUGUSTA TWP,NORTHUMBERLAND|UPPER AUGUSTA
Northumberland,Upper Mahanoy Township,2nd Township,NORTHUMBERLAND,UPPER MAHANOY,2TWP,79112,4209779112,49218,218,NORTHUMBERLAND|UPPER MAHANOY TWP,NORTHUMBERLAND|UPPER MAHANOY
Northumberland,Washington Township,2nd Township,NORTHUMBERLAND,WASHINGTON,2TWP,81304,4209781304,49219,219,NORTHUMBERLAND|WASHINGTON TWP,NORTHUMBERLAND|WASHINGTON
Northumberland,Watsontown Borough,Borough,NORTHUMBERLAND,WATSONTOWN,BORO,81616,4209781616,49411,411,NORTHUMBERLAND|WATSONTOWN BORO,NORTHUMBERLAND|WATSONTOWN
Northumberland,West Cameron Township,2nd Township,NORTHUMBERLAND,WEST CAMERON,2TWP,82680,4209782680,49220,220,NORTHUMBERLAND|W CAMERON TWP,NORTHUMBERLAND|W CAMERON
Northumberland,West Chillisquaque Township,2nd Township,NORTHUMBERLAND,WEST CHILLISQUAQUE,2TWP,82712,4209782712,49221,221,NORTHUMBERLAND|W CHILLISQUAQUE TWP,NORTHUMBERLAND|W CHILLISQUAQUE
Northumberland,Zerbe Township,2nd Township,NORTHUMBERLAND,ZERBE,2TWP,87280,4209787280,49222,222,NORTHUMBERLAND|ZERBE TWP,NORTHUMBERLAND|ZERBE
Perry,Blain Borough,Borough,PERRY,BLAIN,BORO,06824,4209906824,50401,401,PERRY|BLAIN BORO,PERRY|BLAIN
Perry,Bloomfield Borough,Borough,PERRY,BLOOMFIELD,BORO,07040,4209907040,50402,402,PERRY|BLOOMFIELD BORO,PERRY|BLOOMFIELD
Perry,Buffalo Township,2nd Township,PERRY,BUFFALO,2TWP,10008,4209910008,50201,201,PERRY|BUFFALO TWP,PERRY|BUFFALO
Perry,Carroll Township,2nd Township,PERRY,CARROLL,2TWP,11416,4209911416,50202,202,PERRY|CARROLL TWP,PERRY|CARROLL
Perry,Centre Township,2nd Township,PERRY,CENTRE,2TWP,12360,4209912360,50203,203,PERRY|CENTRE TWP,PERRY|CENTRE
Perry,Duncannon Borough,Borough,PERRY,DUNCANNON,BORO,20240,4209920240,50403,403,PERRY|DUNCANNON BORO,PERRY|DUNCANNON
Perry,Greenwood Township,2nd Township,PERRY,GREENWOOD,2TWP,31440,4209931440,50204,204,PERRY|GREENWOOD TWP,PERRY|GREENWOOD
Perry,Howe Township,2nd Township,PERRY,HOWE,2TWP,36000,4209936000,50205,205,PERRY|HOWE TWP,PERRY|HOWE
Perry,Jackson Township,2nd Township,PERRY,JACKSON,2TWP,37440,4209937440,50206,206,PERRY|JACKSON TWP,PERRY|JACKSON
Perry,Juniata Township,2nd Township,PERRY,JUNIATA,2TWP,38616,4209938616,50207,207,PERRY|JUNIATA TWP,PERRY|JUNIATA
Perry,Landisburg Borough,Borough,PERRY,LANDISBURG,BORO,41272,4209941272,50404,404,PERRY|LANDISBURG BORO,PERRY|LANDISBURG
Perry,Liverpool Borough,Borough,PERRY,LIVERPOOL,BORO,43968,4209943968,50405,405,PERRY|LIVERPOOL BORO,PERRY|LIVERPOOL
Perry,Liverpool Township,2nd Township,PERRY,LIVERPOOL,2TWP,43976,4209943976,50208,208,PERRY|LIVERPOOL TWP,PERRY|LIVERPOOL
Perry,Marysville Borough,Borough,PERRY,MARYSVILLE,BORO,47968,4209947968,50406,406,PERRY|MARYSVILLE BORO,PERRY|MARYSVILLE
Perry,Miller Township,2nd Township,PERRY,MILLER,2TWP,49632,4209949632,50209,209,PERRY|MILLER TWP,PERRY|MILLER
Perry,Millerstown Borough,Borough,PERRY,MILLERSTOWN,BORO,49720,4209949720,50407,407,PERRY|MILLERSTOWN BORO,PERRY|MILLERSTOWN
Perry,New Buffalo Borough,Borough,PERRY,NEW BUFFALO,BORO,53320,4209953320,50408,408,PERRY|NEW BUFFALO BORO,PERRY|NEW BUFFALO
Perry,Newport Borough,Borough,PERRY,NEWPORT,BORO,53968,4209953968,50409,409,PERRY|NEWPORT BORO,PERRY|NEWPORT
Perry,Northeast Madison Township,2nd Township,PERRY,NORTHEAST MADISON,2TWP,54968,4209954968,50210,210,PERRY|NORTHEAST MADISON TWP,PERRY|NORTHEAST MADISON
Perry,Oliver Township,2nd Township,PERRY,OLIVER,2TWP,56728,4209956728,50211,211,PERRY|OLIVER TWP,PERRY|OLIVER
Perry,Penn Township,2nd Township,PERRY,PENN,2TWP,58856,4209958856,50212,212,PERRY|PENN TWP,PERRY|PENN
Perry,Rye Township,2nd Township,PERRY,RYE,2TWP,66976,4209966976,50213,213,PERRY|RYE TWP,PERRY|RYE
Perry,Saville Township,2nd Township,PERRY,SAVILLE,2TWP,68032,4209968032,50214,214,PERRY|SAVILLE TWP,PERRY|SAVILLE
Perry,Southwest Madison Township,2nd Township,PERRY,SOUTHWEST MADISON,2TWP,72624,4209972624,50215,215,PERRY|SOUTHWEST MADISON TWP,PERRY|SOUTHWEST MADISON
Perry,Spring Township,2nd Township,PERRY,SPRING,2TWP,72848,4209972848,50216,216,PERRY|SPRING TWP,PERRY|SPRING
Perry,Toboyne Township,2nd Township,PERRY,TOBOYNE,2TWP,76920,4209976920,50217,217,PERRY|TOBOYNE TWP,PERRY|TOBOYNE
Perry,Tuscarora Township,2nd Township,PERRY,TUSCARORA,2TWP,77960,4209977960,50218,218,PERRY|TUSCARORA TWP,PERRY|TUSCARORA
Perry,Tyrone Township,2nd Township,PERRY,TYRONE,2TWP,78184,4209978184,50219,219,PERRY|TYRONE TWP,PERRY|TYRONE
Perry,Watts Township,2nd Township,PERRY,WATTS,2TWP,81640,4209981640,50220,220,PERRY|WATTS TWP,PERRY|WATTS
Perry,Wheatfield Township,2nd Township,PERRY,WHEATFIELD,2TWP,84368,4209984368,50221,221,PERRY|WHEATFIELD TWP,PERRY|WHEATFIELD
Philadelphia,Philadelphia City,1st City,PHILADELPHIA,PHILADELPHIA,CITY,60000,4210160000,67301,301,PHILADELPHIA|PHILADELPHIA CITY,PHILADELPHIA|PHILADELPHIA
Pike,Blooming Grove Township,2nd Township,PIKE,BLOOMING GROVE,2TWP,07088,4210307088,51201,201,PIKE|BLOOMING GROVE TWP,PIKE|BLOOMING GROVE
Pike,Delaware Township,2nd Township,PIKE,DELAWARE,2TWP,18704,4210318704,51202,202,PIKE|DELAWARE TWP,PIKE|DELAWARE
Pike,Dingman Township,2nd Township,PIKE,DINGMAN,2TWP,19272,4210319272,51203,203,PIKE|DINGMAN TWP,PIKE|DINGMAN
Pike,Greene Township,2nd Township,PIKE,GREENE,2TWP,30976,4210330976,51204,204,PIKE|GREENE TWP,PIKE|GREENE
Pike,Lackawaxen Township,2nd Township,PIKE,LACKAWAXEN,2TWP,40776,4210340776,51205,205,PIKE|LACKAWAXEN TWP,PIKE|LACKAWAXEN
Pike,Lehman Township,2nd Township,PIKE,LEHMAN,2TWP,42512,4210342512,51206,206,PIKE|LEHMAN TWP,PIKE|LEHMAN
Pike,Matamoras Borough,Borough,PIKE,MATAMORAS,BORO,48048,4210348048,51401,401,PIKE|MATAMORAS BORO,PIKE|MATAMORAS
Pike,Milford Borough,Borough,PIKE,MILFORD,BORO,49400,4210349400,51402,402,PIKE|MILFORD BORO,PIKE|MILFORD
Pike,Milford Township,2nd Township,PIKE,MILFORD,2TWP,49408,4210349408,51207,207,PIKE|MILFORD TWP,PIKE|MILFORD
Pike,Palmyra Township,2nd Township,PIKE,PALMYRA,2TWP,57728,4210357728,51208,208,PIKE|PALMYRA TWP,PIKE|PALMYRA
Pike,Porter Township,2nd Township,PIKE,PORTER,2TWP,62192,4210362192,51209,209,PIKE|PORTER TWP,PIKE|PORTER
Pike,Shohola Township,2nd Township,PIKE,SHOHOLA,2TWP,70496,4210370496,51210,210,PIKE|SHOHOLA TWP,PIKE|SHOHOLA
Pike,Westfall Township,2nd Township,PIKE,WESTFALL,2TWP,82928,4210382928,51211,211,PIKE|WESTFALL TWP,PIKE|WESTFALL
Potter,Abbott Township,2nd Township,POTTER,ABBOTT,2TWP,00108,4210500108,52201,201,POTTER|ABBOTT TWP,POTTER|ABBOTT
Potter,Allegany Township,2nd Township,POTTER,ALLEGANY,2TWP,00836,4210500836,52202,202,POTTER|ALLEGANY TWP,POTTER|ALLEGANY
Potter,Austin Borough,Borough,POTTER,AUSTIN,BORO,03576,4210503576,52401,401,POTTER|AUSTIN BORO,POTTER|AUSTIN
Potter,Bingham Township,2nd Township,POTTER,BINGHAM,2TWP,06432,4210506432,52203,203,POTTER|BINGHAM TWP,POTTER|BINGHAM
Potter,Clara Township,2nd Township,POTTER,CLARA,2TWP,13760,4210513760,52204,204,POTTER|CLARA TWP,POTTER|CLARA
Potter,Coudersport Borough,Borough,POTTER,COUDERSPORT,BORO,16448,4210516448,52402,402,POTTER|COUDERSPORT BORO,POTTER|COUDERSPORT
Potter,Eulalia Township,2nd Township,POTTER,EULALIA,2TWP,24184,4210524184,52206,206,POTTER|EULALIA TWP,POTTER|EULALIA
Potter,Galeton Borough,Borough,POTTER,GALETON,BORO,28280,4210528280,52403,403,POTTER|GALETON BORO,POTTER|GALETON
Potter,Genesee Township,2nd Township,POTTER,GENESEE,2TWP,28760,4210528760,52207,207,POTTER|GENESEE TWP,POTTER|GENESEE
Potter,Harrison Township,2nd Township,POTTER,HARRISON,2TWP,32848,4210532848,52208,208,POTTER|HARRISON TWP,POTTER|HARRISON
Potter,Hebron Township,2nd Township,POTTER,HEBRON,2TWP,33512,4210533512,52209,209,POTTER|HEBRON TWP,POTTER|HEBRON
Potter,Hector Township,2nd Township,POTTER,HECTOR,2TWP,33568,4210533568,52210,210,POTTER|HECTOR TWP,POTTER|HECTOR
Potter,Homer Township,2nd Township,POTTER,HOMER,2TWP,35400,4210535400,52211,211,POTTER|HOMER TWP,POTTER|HOMER
Potter,Keating Township,2nd Township,POTTER,KEATING,2TWP,38920,4210538920,52212,212,POTTER|KEATING TWP,POTTER|KEATING
Potter,Oswayo Borough,Borough,POTTER,OSWAYO,BORO,57280,4210557280,52405,405,POTTER|OSWAYO BORO,POTTER|OSWAYO
Potter,Oswayo Township,2nd Township,POTTER,OSWAYO,2TWP,57288,4210557288,52213,213,POTTER|OSWAYO TWP,POTTER|OSWAYO
Potter,Pike Township,2nd Township,POTTER,PIKE,2TWP,60200,4210560200,52214,214,POTTER|PIKE TWP,POTTER|PIKE
Potter,Pleasant Valley Township,2nd Township,POTTER,PLEASANT VALLEY,2TWP,61400,4210561400,52215,215,POTTER|PLEASANT VALLEY TWP,POTTER|PLEASANT VALLEY
Potter,Portage Township,2nd Township,POTTER,PORTAGE,2TWP,62072,4210562072,52216,216,POTTER|PORTAGE TWP,POTTER|PORTAGE
Potter,Roulette Township,2nd Township,POTTER,ROULETTE,2TWP,66416,4210566416,52217,217,POTTER|ROULETTE TWP,POTTER|ROULETTE
Potter,Sharon Township,2nd Township,POTTER,SHARON,2TWP,69736,4210569736,52218,218,POTTER|SHARON TWP,POTTER|SHARON
Potter,Shinglehouse Borough,Borough,POTTER,SHINGLEHOUSE,BORO,70304,4210570304,52406,406,POTTER|SHINGLEHOUSE BORO,POTTER|SHINGLEHOUSE
Potter,Stewardson Township,2nd Township,POTTER,STEWARDSON,2TWP,74072,4210574072,52219,219,POTTER|STEWARDSON TWP,POTTER|STEWARDSON
Potter,Summit Township,2nd Township,POTTER,SUMMIT,2TWP,75224,4210575224,52220,220,POTTER|SUMMIT TWP,POTTER|SUMMIT
Potter,Sweden Township,2nd Township,POTTER,SWEDEN,2TWP,75720,4210575720,52221,221,POTTER|SWEDEN TWP,POTTER|SWEDEN
Potter,Sylvania Township,2nd Township,POTTER,SYLVANIA,2TWP,75952,4210575952,52222,222,POTTER|SYLVANIA TWP,POTTER|SYLVANIA
Potter,Ulysses Borough,Borough,POTTER,ULYSSES,BORO,78240,4210578240,52404,404,POTTER|ULYSSES BORO,POTTER|ULYSSES
Potter,Ulysses Township,2nd Township,POTTER,ULYSSES,2TWP,78248,4210578248,52223,223,POTTER|ULYSSES TWP,POTTER|ULYSSES
Potter,West Branch Township,2nd Township,POTTER,WEST BRANCH,2TWP,82568,4210582568,52224,224,POTTER|W BRANCH TWP,POTTER|W BRANCH
Potter,Wharton Township,2nd Township,POTTER,WHARTON,2TWP,84360,4210584360,52225,225,POTTER|WHARTON TWP,POTTER|WHARTON
Schuylkill,Ashland Borough,Borough,SCHUYLKILL,ASHLAND,BORO,03264,4210703264,53401,401,SCHUYLKILL|ASHLAND BORO,SCHUYLKILL|ASHLAND
Schuylkill,Auburn Borough,Borough,SCHUYLKILL,AUBURN,BORO,03488,4210703488,53402,402,SCHUYLKILL|AUBURN BORO,SCHUYLKILL|AUBURN
Schuylkill,Barry Township,2nd Township,SCHUYLKILL,BARRY,2TWP,04352,4210704352,53201,201,SCHUYLKILL|BARRY TWP,SCHUYLKILL|BARRY
Schuylkill,Blythe Township,2nd Township,SCHUYLKILL,BLYTHE,2TWP,07336,4210707336,53202,202,SCHUYLKILL|BLYTHE TWP,SCHUYLKILL|BLYTHE
Schuylkill,Branch Township,2nd Township,SCHUYLKILL,BRANCH,2TWP,08200,4210708200,53203,203,SCHUYLKILL|BRANCH TWP,SCHUYLKILL|BRANCH
Schuylkill,Butler Township,2nd Township,SCHUYLKILL,BUTLER,2TWP,10488,4210710488,53204,204,SCHUYLKILL|BUTLER TWP,SCHUYLKILL|BUTLER
Schuylkill,Cass Township,2nd Township,SCHUYLKILL,CASS,2TWP,11608,4210711608,53205,205,SCHUYLKILL|CASS TWP,SCHUYLKILL|CASS
Schuylkill,Coaldale Borough,Borough,SCHUYLKILL,COALDALE,BORO,14600,4210714600,53403,403,SCHUYLKILL|COALDALE BORO,SCHUYLKILL|COALDALE
Schuylkill,Cressona Borough,Borough,SCHUYLKILL,CRESSONA,BORO,17152,4210717152,53404,404,SCHUYLKILL|CRESSONA BORO,SCHUYLKILL|CRESSONA
Schuylkill,Deer Lake Borough,Borough,SCHUYLKILL,DEER LAKE,BORO,18576,4210718576,53405,405,SCHUYLKILL|DEER LAKE BORO,SCHUYLKILL|DEER LAKE
Schuylkill,Delano Township,2nd Township,SCHUYLKILL,DELANO,2TWP,18672,4210718672,53206,206,SCHUYLKILL|DELANO TWP,SCHUYLKILL|DELANO
Schuylkill,East Brunswick Township,2nd Township,SCHUYLKILL,EAST BRUNSWICK,2TWP,20880,4210720880,53207,207,SCHUYLKILL|E BRUNSWICK TWP,SCHUYLKILL|E BRUNSWICK
Schuylkill,East Norwegian Township,2nd Township,SCHUYLKILL,EAST NORWEGIAN,2TWP,21616,4210721616,53208,208,SCHUYLKILL|E NORWEGIAN TWP,SCHUYLKILL|E NORWEGIAN
Schuylkill,East Union Township,2nd Township,SCHUYLKILL,EAST UNION,2TWP,21952,4210721952,53209,209,SCHUYLKILL|E UNION TWP,SCHUYLKILL|E UNION
Schuylkill,Eldred Township,2nd Township,SCHUYLKILL,ELDRED,2TWP,22912,4210722912,53210,210,SCHUYLKILL|ELDRED TWP,SCHUYLKILL|ELDRED
Schuylkill,Foster Township,2nd Township,SCHUYLKILL,FOSTER,2TWP,26944,4210726944,53211,211,SCHUYLKILL|FOSTER TWP,SCHUYLKILL|FOSTER
Schuylkill,Frackville Borough,Borough,SCHUYLKILL,FRACKVILLE,BORO,27232,4210727232,53406,406,SCHUYLKILL|FRACKVILLE BORO,SCHUYLKILL|FRACKVILLE
Schuylkill,Frailey Township,2nd Township,SCHUYLKILL,FRAILEY,2TWP,27248,4210727248,53212,212,SCHUYLKILL|FRAILEY TWP,SCHUYLKILL|FRAILEY
Schuylkill,Gilberton Borough,Borough,SCHUYLKILL,GILBERTON,BORO,29088,4210729088,53407,407,SCHUYLKILL|GILBERTON BORO,SCHUYLKILL|GILBERTON
Schuylkill,Girardville Borough,Borough,SCHUYLKILL,GIRARDVILLE,BORO,29264,4210729264,53408,408,SCHUYLKILL|GIRARDVILLE BORO,SCHUYLKILL|GIRARDVILLE
Schuylkill,Gordon Borough,Borough,SCHUYLKILL,GORDON,BORO,30128,4210730128,53409,409,SCHUYLKILL|GORDON BORO,SCHUYLKILL|GORDON
Schuylkill,Hegins Township,2nd Township,SCHUYLKILL,HEGINS,2TWP,33584,4210733584,53213,213,SCHUYLKILL|HEGINS TWP,SCHUYLKILL|HEGINS
Schuylkill,Hubley Township,2nd Township,SCHUYLKILL,HUBLEY,2TWP,36072,4210736072,53214,214,SCHUYLKILL|HUBLEY TWP,SCHUYLKILL|HUBLEY
Schuylkill,Kline Township,2nd Township,SCHUYLKILL,KLINE,2TWP,40096,4210740096,53215,215,SCHUYLKILL|KLINE TWP,SCHUYLKILL|KLINE
Schuylkill,Landingville Borough,Borough,SCHUYLKILL,LANDINGVILLE,BORO,41264,4210741264,53410,410,SCHUYLKILL|LANDINGVILLE BORO,SCHUYLKILL|LANDINGVILLE
Schuylkill,Mahanoy Township,2nd Township,SCHUYLKILL,MAHANOY,2TWP,46584,4210746584,53216,216,SCHUYLKILL|MAHANOY TWP,SCHUYLKILL|MAHANOY
Schuylkill,Mcadoo Borough,Borough,SCHUYLKILL,MCADOO,BORO,45824,4210745824,53412,412,SCHUYLKILL|MCADOO BORO,SCHUYLKILL|MCADOO
Schuylkill,Mechanicsville Borough,Borough,SCHUYLKILL,MECHANICSVILLE,BORO,48448,4210748448,53413,413,SCHUYLKILL|MECHANICSVILLE BORO,SCHUYLKILL|MECHANICSVILLE
Schuylkill,Middleport Borough,Borough,SCHUYLKILL,MIDDLEPORT,BORO,49048,4210749048,53414,414,SCHUYLKILL|MIDDLEPORT BORO,SCHUYLKILL|MIDDLEPORT
Schuylkill,Minersville Borough,Borough,SCHUYLKILL,MINERSVILLE,BORO,50088,4210750088,53415,415,SCHUYLKILL|MINERSVILLE BORO,SCHUYLKILL|MINERSVILLE
Schuylkill,Mt Carbon Borough,Borough,SCHUYLKILL,MOUNT CARBON,BORO,51488,4210751488,53416,416,SCHUYLKILL|MT CARBON BORO,SCHUYLKILL|MT CARBON
Schuylkill,New Castle Township,2nd Township,SCHUYLKILL,NEW CASTLE,2TWP,53376,4210753376,53217,217,SCHUYLKILL|NEW CASTLE TWP,SCHUYLKILL|NEW CASTLE
Schuylkill,New Philadelphia Borough,Borough,SCHUYLKILL,NEW PHILADELPHIA,BORO,53944,4210753944,53417,417,SCHUYLKILL|NEW PHILADELPHIA BORO,SCHUYLKILL|NEW PHILADELPHIA
Schuylkill,New Ringgold Borough,Borough,SCHUYLKILL,NEW RINGGOLD,BORO,54016,4210754016,53418,418,SCHUYLKILL|NEW RINGGOLD BORO,SCHUYLKILL|NEW RINGGOLD
Schuylkill,North Manheim Township,2nd Township,SCHUYLKILL,NORTH MANHEIM,2TWP,55192,4210755192,53218,218,SCHUYLKILL|N MANHEIM TWP,SCHUYLKILL|N MANHEIM
Schuylkill,North Union Township,2nd Township,SCHUYLKILL,NORTH UNION,2TWP,55472,4210755472,53219,219,SCHUYLKILL|N UNION TWP,SCHUYLKILL|N UNION
Schuylkill,Norwegian Township,2nd Township,SCHUYLKILL,NORWEGIAN,2TWP,55624,4210755624,53220,220,SCHUYLKILL|NORWEGIAN TWP,SCHUYLKILL|NORWEGIAN
Schuylkill,Orwigsburg Borough,Borough,SCHUYLKILL,ORWIGSBURG,BORO,57184,4210757184,53419,419,SCHUYLKILL|ORWIGSBURG BORO,SCHUYLKILL|ORWIGSBURG
Schuylkill,Palo Alto Borough,Borough,SCHUYLKILL,PALO ALTO,BORO,57752,4210757752,53420,420,SCHUYLKILL|PALO ALTO BORO,SCHUYLKILL|PALO ALTO
Schuylkill,Pine Grove Borough,Borough,SCHUYLKILL,PINE GROVE,BORO,60456,4210760456,53421,421,SCHUYLKILL|PINE GROVE BORO,SCHUYLKILL|PINE GROVE
Schuylkill,Pine Grove Township,2nd Township,SCHUYLKILL,PINE GROVE,2TWP,60464,4210760464,53221,221,SCHUYLKILL|PINE GROVE TWP,SCHUYLKILL|PINE GROVE
Schuylkill,Port Carbon Borough,Borough,SCHUYLKILL,PORT CARBON,BORO,62128,4210762128,53422,422,SCHUYLKILL|PORT CARBON BORO,SCHUYLKILL|PORT CARBON
Schuylkill,Port Clinton Borough,Borough,SCHUYLKILL,PORT CLINTON,BORO,62136,4210762136,53423,423,SCHUYLKILL|PORT CLINTON BORO,SCHUYLKILL|PORT CLINTON
Schuylkill,Porter Township,2nd Township,SCHUYLKILL,PORTER,2TWP,62200,4210762200,53222,222,SCHUYLKILL|PORTER TWP,SCHUYLKILL|PORTER
Schuylkill,Pottsville City,3rd City,SCHUYLKILL,POTTSVILLE,CITY,62432,4210762432,53301,301,SCHUYLKILL|POTTSVILLE CITY,SCHUYLKILL|POTTSVILLE
Schuylkill,Reilly Township,2nd Township,SCHUYLKILL,REILLY,2TWP,64088,4210764088,53224,224,SCHUYLKILL|REILLY TWP,SCHUYLKILL|REILLY
Schuylkill,Ringtown Borough,Borough,SCHUYLKILL,RINGTOWN,BORO,65000,4210765000,53424,424,SCHUYLKILL|RINGTOWN BORO,SCHUYLKILL|RINGTOWN
Schuylkill,Rush Township,2nd Township,SCHUYLKILL,RUSH,2TWP,66760,4210766760,53225,225,SCHUYLKILL|RUSH TWP,SCHUYLKILL|RUSH
Schuylkill,Ryan Township,2nd Township,SCHUYLKILL,RYAN,2TWP,66944,4210766944,53226,226,SCHUYLKILL|RYAN TWP,SCHUYLKILL|RYAN
Schuylkill,Schuylkill Haven Borough,Borough,SCHUYLKILL,SCHUYLKILL HAVEN,BORO,68312,4210768312,53426,426,SCHUYLKILL|SCHUYLKILL HAVEN BORO,SCHUYLKILL|SCHUYLKILL HAVEN
Schuylkill,Schuylkill Township,2nd Township,SCHUYLKILL,SCHUYLKILL,2TWP,68304,4210768304,53227,227,SCHUYLKILL|SCHUYLKILL TWP,SCHUYLKILL|SCHUYLKILL
Schuylkill,Shenandoah Borough,Borough,SCHUYLKILL,SHENANDOAH,BORO,70056,4210770056,53427,427,SCHUYLKILL|SHENANDOAH BORO,SCHUYLKILL|SHENANDOAH
Schuylkill,South Manheim Township,2nd Township,SCHUYLKILL,SOUTH MANHEIM,2TWP,72312,4210772312,53228,228,SCHUYLKILL|S MANHEIM TWP,SCHUYLKILL|S MANHEIM
Schuylkill,St Clair Borough,Borough,SCHUYLKILL,SAINT CLAIR,BORO,67224,4210767224,53425,425,SCHUYLKILL|ST CLAIR BORO,SCHUYLKILL|ST CLAIR
Schuylkill,Tamaqua Borough,Borough,SCHUYLKILL,TAMAQUA,BORO,76032,4210776032,53428,428,SCHUYLKILL|TAMAQUA BORO,SCHUYLKILL|TAMAQUA
Schuylkill,Tremont Borough,Borough,SCHUYLKILL,TREMONT,BORO,77392,4210777392,53430,430,SCHUYLKILL|TREMONT BORO,SCHUYLKILL|TREMONT
Schuylkill,Tremont Township,2nd Township,SCHUYLKILL,TREMONT,2TWP,77400,4210777400,53229,229,SCHUYLKILL|TREMONT TWP,SCHUYLKILL|TREMONT
Schuylkill,Union Township,2nd Township,SCHUYLKILL,UNION,2TWP,78400,4210778400,53230,230,SCHUYLKILL|UNION TWP,SCHUYLKILL|UNION
Schuylkill,Walker Township,2nd Township,SCHUYLKILL,WALKER,2TWP,80576,4210780576,53232,232,SCHUYLKILL|WALKER TWP,SCHUYLKILL|WALKER
Schuylkill,Washington Township,2nd Township,SCHUYLKILL,WASHINGTON,2TWP,81312,4210781312,53233,233,SCHUYLKILL|WASHINGTON TWP,SCHUYLKILL|WASHINGTON
Schuylkill,Wayne Township,2nd Township,SCHUYLKILL,WAYNE,2TWP,81792,4210781792,53234,234,SCHUYLKILL|WAYNE TWP,SCHUYLKILL|WAYNE
